Legal Entity,Deal Name,Deal Currency,Position,Issuer Name,Issuer Currency,Security Name,Security ID,Security Currency,Security Type,Secondary Security Identifier,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (OBSIDIAN (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (OBSIDIAN (Equity)),12191,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (RECYCLE - NI V Coop (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (RECYCLE - NI V Coop (Equity)),19176,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (SLATEFIELD (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (SLATEFIELD (Equity)),12194,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Slatefield TopCo C.V (Slatefield (Equity))),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Slatefield TopCo C.V (Slatefield (Equity))),14749,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Spinelford (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Spinelford (Equity)),15009,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (GALEFORCE (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (GALEFORCE (Equity)),12187,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (SEABREEZE (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (SEABREEZE (Equity)),13115,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (South Sorrelfield Bight (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (South Sorrelfield Bight (Equity)),12195,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Spain (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Spain (Equity)),12205,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Mulberryhill (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Mulberryhill (Equity)),14930,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,"NI V Coöperatief U.A. - EUR (Mulberryhill Wind Power Co., Ltd (Funding loan))",NI V Coöperatief U.A. - EUR,EUR,"NI V Coöperatief U.A. - EUR (Mulberryhill Wind Power Co., Ltd (Funding loan))",19935,EUR,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (BRAMBLEHILL (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (BRAMBLEHILL (Equity)),12202,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Meadowfoam I-III (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Meadowfoam I-III (Equity)),12994,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Haverleigh (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR (Haverleigh (Equity)),15558,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR,EUR,NI V Bramblehill Lender Oy (Bramblehill (Funding Loan)),NI V Bramblehill Lender Oy,EUR,NI V Bramblehill Lender Oy (Bramblehill (Funding Loan)),13758,EUR,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR ((Korea New Sites I (Equity)),NI V Coöperatief U.A. - EUR,EUR,NI V Coöperatief U.A. - EUR ((Korea New Sites I (Equity)),13225,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) ((Korea NI V Mizar (Equity)),NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) ((Korea NI V Mizar (Equity)),20366,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) (NI V Coöperatief U.A. - EUR (Korea)(Equity)),NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) (NI V Coöperatief U.A. - EUR (Korea)(Equity)),18415,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) (Korea BESS (Equity))),NI V Coöperatief U.A. - EUR (Korea),EUR,NI V Coöperatief U.A. - EUR (Korea) (Korea BESS (Equity))),19651,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 1) (Eosmark 1 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 1),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 1) (Eosmark 1 (Equity)),13147,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 10) (Skagfjord 1 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 10),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 10) (Skagfjord 1 (Equity)),13200,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 11) (Skagfjord 2 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 11),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 11) (Skagfjord 2 (Equity)),13208,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 12) (Korea New Sites I (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 12),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 12) (Korea New Sites I (Equity)),15378,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 2) (Eosmark 2 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 2),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 2) (Eosmark 2 (Equity)),13210,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 3) (Eosmark 3 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 3),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 3) (Eosmark 3 (Equity)),13211,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 4) (Daphne 1 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 4),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 4) (Daphne 1 (Equity)),13213,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 5) (Daphne 2 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 5),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 5) (Daphne 2 (Equity)),13215,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 6) (Dryas 1 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 6),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 6) (Dryas 1 (Equity)),13219,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 7) (Dryas 2 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 7),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 7) (Dryas 2 (Equity)),13220,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 8) (Dryas 3 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 8),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 8) (Dryas 3 (Equity)),13222,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 9) (Dryas 4 (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 9),EUR,NI V transfer Coöperatief - EUR (Korea New Sites I - KNS 9) (Dryas 4 (Equity)),13224,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites II) (NI Offshore Wind Korea Co. Ltd (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites II),EUR,NI V transfer Coöperatief - EUR (Korea New Sites II) (NI Offshore Wind Korea Co. Ltd (Equity)),13221,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Coöperatief U.A. - EUR (Korea),EUR,NI V transfer Coöperatief - EUR (Korea New Sites II) (NI V Coop (Equity)),NI V transfer Coöperatief - EUR (Korea New Sites II),EUR,NI V transfer Coöperatief - EUR (Korea New Sites II) (NI V Coop (Equity)),13226,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Energy DevCo LLC,USD,NI V Energy DevCo LLC ((Barnhill (Funding loan)),NI V Energy DevCo LLC,USD,NI V Energy DevCo LLC ((Barnhill (Funding loan)),25138,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Energy DevCo LLC,USD,NI V Energy DevCo LLC (Firnwind Cravenhill Phase 3 Expansion (Funding loan)),NI V Energy DevCo LLC,USD,NI V Energy DevCo LLC (Firnwind Cravenhill Phase 3 Expansion (Funding loan)),25207,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Ampelos BESS LLC - USD,USD,NI V Ampelos BESS LLC - USD (Ampelos BESS (Equity)),NI V Ampelos BESS LLC - USD,USD,NI V Ampelos BESS LLC - USD (Ampelos BESS (Equity)),19726,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Ampelos BESS LLC - USD,USD,NI V Ampelos BESS LLC - USD (Ampelos BESS (Funding Loan)),NI V Ampelos BESS LLC - USD,USD,NI V Ampelos BESS LLC - USD (Ampelos BESS (Funding Loan)),19725,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Agatestone Grove Non-QFPF Inc.,USD,NI V Agatestone Grove Non-QFPF Inc. (Agatestone Grove Wind LLC (Agatestone Grove I (Equity))),NI V Agatestone Grove Non-QFPF Inc.,USD,NI V Agatestone Grove Non-QFPF Inc. (Agatestone Grove Wind LLC (Agatestone Grove I (Equity))),19997,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Agatestone Grove Non-QFPF Inc.,USD,NI V Agatestone Grove Non-QFPF Inc. (Agatestone Grove Wind LLC (Agatestone Grove I) (Funding Loan)),NI V Agatestone Grove Non-QFPF Inc.,USD,NI V Agatestone Grove Non-QFPF Inc. (Agatestone Grove Wind LLC (Agatestone Grove I) (Funding Loan)),19996,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V SCSp (Taiwan),EUR,NI V SCSp (Taiwan) (Equity),NI V SCSp (Taiwan),EUR,NI V SCSp (Taiwan) (Equity),18408,EUR,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),18386,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US C LP(Storage Portfolio II(Equity))),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US C LP(Storage Portfolio II(Equity))),18387,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),18388,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US Sponsor Investor Inc.(Storage Portfolio II(Equity))),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (NI V US Sponsor Investor Inc.(Storage Portfolio II(Equity))),18379,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove I (Equity)),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove I (Equity)),16032,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove I (Funding Loan)),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove I (Funding Loan)),16083,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove II (Equity)),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove II (Equity)),16040,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove II (Funding Loan)),NI V Sponsor Investor K/S - USD,USD,NI V Sponsor Investor K/S - USD (Agatestone Grove II (Funding Loan)),16084,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),18389,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US C LP(Storage Portfolio II(Equity)),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US C LP(Storage Portfolio II(Equity)),18390,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),18391,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove I (Equity)),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove I (Equity)),16031,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove I (Funding Loan)),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove I (Funding Loan)),16085,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove II (Equity)),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove II (Equity)),16038,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove II (Funding Loan)),NI V Sponsor Investor PD K/S - USD,USD,NI V Sponsor Investor PD K/S - USD (Agatestone Grove II (Funding Loan)),16086,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US A LP (Storage Portfolio II(Equity))),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US A LP (Storage Portfolio II(Equity))),18381,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US B LP(Storage Portfolio II(Equity))),18382,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US C LP(Storage Portfolio II(Equity))),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US C LP(Storage Portfolio II(Equity))),18383,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (NI V US D LP(Storage Portfolio II(Equity))),18384,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove I (Equity)),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove I (Equity)),16033,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove I (Funding Loan)),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove I (Funding Loan)),16088,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove II (Equity)),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove II (Equity)),16039,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove II (Funding Loan)),NI V Sponsor Investor US K/S - USD,USD,NI V Sponsor Investor US K/S - USD (Agatestone Grove II (Funding Loan)),16087,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Aalvik Garden (Funding Loan)),NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Aalvik Garden (Funding Loan)),20251,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Talitha Stenvik (Funding Loan)),NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Talitha Stenvik (Funding Loan)),20249,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Chrysolite (Funding Loan)),NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Chrysolite (Funding Loan)),20250,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Foxglove (Funding Loan)),NI V Foxglove HoldCo LLC,USD,NI V Foxglove HoldCo LLC (Foxglove (Funding Loan)),12985,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (California North Floating (Funding Loan)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (California North Floating (Funding Loan)),16074,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Alcyone BESS (Funding Loan)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Alcyone BESS (Funding Loan)),15878,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove I (Equity)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove I (Equity)),16030,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove I (Funding Loan)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove I (Funding Loan)),16079,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove II (Equity)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove II (Equity)),16034,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove II (Funding Loan)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Agatestone Grove II (Funding Loan)),16078,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Firnwind Cravenhill (Funding Loan)),NI V US A USD SCSp - USD,USD,NI V US A USD SCSp - USD (Firnwind Cravenhill (Funding Loan)),15571,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (California North Floating (Funding Loan)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (California North Floating (Funding Loan)),16075,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Ampelos Bess (Funding loan)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Ampelos Bess (Funding loan)),15876,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove I (Equity)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove I (Equity)),16029,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove I (Funding Loan)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove I (Funding Loan)),16077,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove II (Equity)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove II (Equity)),16037,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove II (Funding Loan)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Agatestone Grove II (Funding Loan)),16076,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Firnwind Cravenhill (Funding Loan)),NI V US B USD SCSp - USD,USD,NI V US B USD SCSp - USD (Firnwind Cravenhill (Funding Loan)),15572,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US C LP,USD,NI V US C LP (Barnhill (Equity)),NI V US C LP,USD,NI V US C LP (Barnhill (Equity)),25173,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US C LP,USD,NI V US C LP (Larchmere (Equity)),NI V US C LP,USD,NI V US C LP (Larchmere (Equity)),19658,USD,Equity,,,,,,,,
Nordvik Infrastructure V US Non-QFPF EUR SCSp,NI V US C LP,USD,NI V US C LP (California (Equity)),NI V US C LP,USD,NI V US C LP (California (Equity)),12735,USD,Equity,,,,,,,,
